"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","24","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","76","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","53","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","962","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","36","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Game/HorrorEngine/Materials/HE_MasterMaterial.HE_MasterMaterial","0","0","126","2","0.000000","0","0"
"/Game/HorrorEngine/Materials/HE_TvGlow.HE_TvGlow","0","0","76","4","0.000000","0","0"
"/Game/HorrorEngine/Materials/HE_ControlScreen.HE_ControlScreen","0","0","42","1","0.000000","0","0"
"/Game/HorrorEngine/Materials/HE_VhsPlayerPart.HE_VhsPlayerPart","0","0","42","1","0.000000","0","0"
"/Game/HorrorEngine/Materials/HE_VhsPlayer.HE_VhsPlayer","0","0","54","1","0.000000","0","0"
"/Game/HorrorEngine/Materials/HE_OldTv.HE_OldTv","0","0","21","1","0.000000","0","0"
"/Game/HorrorEngine/Materials/HE_VhsGlow.HE_VhsGlow","0","0","76","4","0.000000","0","0"
"/Game/HorrorEngine/Materials/He_VhsBlankScreenGlow.He_VhsBlankScreenGlow","0","0","19","1","0.000000","0","0"
"/Game/HorrorEngine/Materials/He_VhsBlankScreen.He_VhsBlankScreen","0","0","21","1","0.000000","0","0"
"/Game/HorrorEngine/Materials/He_NoiseGlow.He_NoiseGlow","0","0","19","1","0.000000","0","0"
"/Game/HorrorEngine/Materials/He_Noise.He_Noise","0","0","21","1","0.000000","0","0"
"/Game/HorrorEngine/Materials/HE_Glass.HE_Glass","0","0","42","1","0.000000","0","0"
"/Game/HorrorEngine/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","0","24","1","0.000000","0","0"
"/Game/HorrorEngine/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","0","84","1","0.000000","0","0"
"/Game/HorrorEngine/Materials/HE_LighterFlame.HE_LighterFlame","0","0","24","1","0.000000","0","0"
"/Game/HorrorEngine/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","0","24","1","0.000000","0","0"
"/Game/HorrorEngine/Materials/HE_Glitch.HE_Glitch","0","0","15","1","0.000000","0","0"
"/Game/HorrorEngine/Materials/He_Shot.He_Shot","0","0","31","1","0.000000","0","0"
"/Game/HorrorEngine/Materials/HE_PistolBullet.HE_PistolBullet","0","0","21","1","0.000000","0","0"
"/Game/HorrorEngine/Materials/HE_EmissiveText.HE_EmissiveText","0","0","36","1","0.000000","0","0"
"/Game/Virus_Laboratory/Materials/Master/M_SP_simple.M_SP_simple","0","0","33","1","0.000000","0","0"
"/Game/Virus_Laboratory/Materials/Master/M_SP_Translucent.M_SP_Translucent","0","0","42","1","0.000000","0","0"
"/Game/HorrorEngine/Textures/HUD/InventoryCapture_Mat.InventoryCapture_Mat","0","0","15","1","0.000000","0","0"
"/Game/HorrorEngine/Materials/HE_Paper.HE_Paper","0","0","21","1","0.000000","0","0"
"/Game/HorrorEngine/Materials/He_Rock.He_Rock","0","0","33","1","0.000000","0","0"
"/Game/Monster/material/M_Mouth.M_Mouth","0","66","39","2","63.999191","0","178"
"/Game/Virus_Laboratory/Materials/Master/M_Simple.M_Simple","0","21","6","1","27.028107","0","96"
"/Game/ResearchFacility/Materials/M_Door_1.M_Door_1","0","21","3","1","24.212532","0","186"
"/Game/Monster/material/M_Skin.M_Skin","0","33","3","1","38.147041","0","178"
"/Game/Monster/material/M_Eyes.M_Eyes","0","33","4","1","33.483116","0","103"
"/Game/Monster/material/M_Short.M_Short","0","33","3","1","36.773743","0","162"
"/Game/ModularBunker/Materials/M_BlurredGlass_01.M_BlurredGlass_01","0","40","1","1","56.992542","0","181"
"/Game/ModularBunker/Materials/M_TrimAColour_01.M_TrimAColour_01","0","21","7","1","24.538279","0","59"
"/Game/ModularBunker/Materials/M_WalkWayMain_01.M_WalkWayMain_01","0","21","13","1","23.050863","0","62"
"/Game/OfficeCeilingTiles/Materials/M_master_tessel.M_master_tessel","0","150","5","1","122.718338","0","1470"
"/Game/HorrorEngine/Materials/HE_Light.HE_Light","0","21","2","1","22.347593","0","77"
"/Game/HorrorEngine/Particles/Materials/M_radial_ramp.M_radial_ramp","0","32","1","1","24.871595","0","155"
"/Game/HorrorEngine/Particles/Materials/m_flare_01.m_flare_01","0","32","3","1","25.322050","0","131"
"/Game/HorrorEngine/Particles/Materials/M_Burst.M_Burst","0","30","4","1","23.899855","0","138"
"/Game/FemaleScientistZombies/Materials/M_BaseMat.M_BaseMat","0","85","4","1","105.584221","0","759"
"/Game/FemaleScientistZombies/Materials/M_HairBase.M_HairBase","0","98","5","1","76.499046","0","552"
"/Game/ModularBunker/Materials/M_TrimCPuddle_01.M_TrimCPuddle_01","0","42","15","2","49.368134","0","124"
"/Game/ResearchFacility/Materials/M_Wall_5.M_Wall_5","0","21","8","1","22.620390","0","60"
"/Game/ResearchFacility/Materials/M_Metal_1.M_Metal_1","0","21","9","1","24.248798","0","79"
"/Game/ResearchFacility/Materials/M_Wall_4.M_Wall_4","0","21","10","1","22.573328","0","62"
"/Game/ResearchFacility/Materials/M_Steel_1.M_Steel_1","0","21","1","1","24.570980","0","53"
"/Game/ResearchFacility/Materials/M_Metal_Fence_3.M_Metal_Fence_3","0","47","10","1","41.471233","0","188"
"/Game/ResearchFacility/Materials/M_Missle_Box_1.M_Missle_Box_1","0","21","9","1","22.451262","0","61"
"/Game/ResearchFacility/Materials/M_Hand_Pallet_2.M_Hand_Pallet_2","0","21","10","1","23.223297","0","53"
"/Game/ResearchFacility/Materials/M_Hand_Pallet_1.M_Hand_Pallet_1","0","21","1","1","24.578255","0","53"
"/Game/ResearchFacility/Materials/M_Elevator_Wall_5.M_Elevator_Wall_5","0","21","10","1","23.161316","0","54"
"/Game/ResearchFacility/Materials/M_Elevator_Wall_4.M_Elevator_Wall_4","0","21","3","1","23.371300","0","55"
"/Game/ResearchFacility/Materials/M_Elevator_Floor_2.M_Elevator_Floor_2","0","26","5","1","30.197729","0","115"
"/Game/ResearchFacility/Materials/M_Concrete_1.M_Concrete_1","0","21","10","1","23.945318","0","62"
"/Game/ResearchFacility/Materials/M_Corridor_Floor_1.M_Corridor_Floor_1","0","21","1","1","24.421997","0","53"
"/Game/ResearchFacility/Materials/M_Capsule_Pipe_1.M_Capsule_Pipe_1","0","21","10","1","22.389318","0","54"
"/Game/ResearchFacility/Materials/M_Capsule_Ceilin_1.M_Capsule_Ceilin_1","0","21","3","1","23.861952","0","55"
"/Game/ResearchFacility/Useable/M_Steel_2.M_Steel_2","0","21","2","1","23.200008","0","85"
"/Game/ResearchFacility/Useable/M_Concrete_3.M_Concrete_3","0","12","12","1","12.517175","0","18"
"/Game/ResearchFacility/Useable/M_Capsule_1.M_Capsule_1","0","12","12","1","12.172958","0","20"
"/Game/ResearchFacility/Materials/M_Glass_2.M_Glass_2","0","40","10","1","49.913788","0","173"
"/Game/Virus_Laboratory/Materials/Master/M_vvvv.M_vvvv","0","21","9","1","22.430151","0","61"
"/Game/ResearchFacility/Useable/M_Elevator_Floor_2.M_Elevator_Floor_2","0","26","10","1","0.000000","0","71"
"/Game/ResearchFacility/Materials/M_Concrete_3.M_Concrete_3","0","21","10","1","23.692720","0","53"
"/Game/ResearchFacility/Materials/M_Capsule_1.M_Capsule_1","0","21","1","1","23.254587","0","53"
"/Game/ResearchFacility/Materials/M_Elevator_Light_1_.M_Elevator_Light_1_","0","26","11","1","30.401508","0","72"
"/Game/ResearchFacility/Materials/M_Elevator_Light_1.M_Elevator_Light_1","0","21","8","1","22.807791","0","60"
"/Game/ModularBunker/Materials/Decals/M_Leakage_01.M_Leakage_01","0","31","9","1","33.390419","0","110"
"/Game/CamroidPNGS/5_Mat.5_Mat","0","12","1","1","12.674968","0","35"
"/Game/CamroidPNGS/3_Mat.3_Mat","0","12","12","1","12.561602","0","15"
"/Game/ResearchFacility/Materials/M_Table_2.M_Table_2","0","21","4","1","23.600588","0","56"
"/Game/ResearchFacility/Materials/M_Table_1.M_Table_1","0","21","5","1","23.434496","0","57"
"/Game/ResearchFacility/Useable/M_Monitor_1.M_Monitor_1","0","21","6","1","23.228502","0","58"
"/Game/ResearchFacility/Materials/M_Mattress_1.M_Mattress_1","0","26","3","1","28.495533","0","84"
"/Game/ResearchFacility/Materials/M_Light_3.M_Light_3","0","21","2","1","22.135517","0","58"
"/Game/ResearchFacility/Materials/M_Light_2.M_Light_2","0","21","10","1","21.404076","0","56"
"/Game/ResearchFacility/Materials/M_Elevator_Light_3.M_Elevator_Light_3","0","21","5","1","21.984343","0","57"
"/Game/ResearchFacility/M_Steel_2.M_Steel_2","0","21","4","1","0.000000","0","56"
"/Game/ResearchFacility/Materials/M_Table_Wheel_1.M_Table_Wheel_1","0","21","6","1","23.679146","0","53"
"/Game/ResearchFacility/Materials/M_Gurney_Metal_2.M_Gurney_Metal_2","0","21","7","1","24.322498","0","53"
"/Game/ResearchFacility/Materials/M_Gurney_Metal_1.M_Gurney_Metal_1","0","21","10","1","23.286541","0","60"
"/Game/ResearchFacility/Materials/M_Creature_1.M_Creature_1","0","26","5","1","29.341404","0","94"
"/Game/ResearchFacility/Materials/M_Cloth_1.M_Cloth_1","0","26","11","1","28.736397","0","95"
"/Game/ResearchFacility/Materials/M_Decal_1.M_Decal_1","0","31","9","1","35.339458","0","104"
"/Game/Useable/M_Monitor_Screen_1.M_Monitor_Screen_1","0","21","2","1","23.847904","0","74"
"/Game/e_Mat1.e_Mat1","0","47","11","1","39.862030","0","191"
"/Game/e_Mat.e_Mat","0","47","10","1","41.127979","0","236"
"/Game/CamroidPNGS/9_Mat.9_Mat","0","21","7","1","22.829304","0","59"
"/Game/CamroidPNGS/1_Mat.1_Mat","0","12","12","1","13.252977","0","21"
"/Game/ModularBunker/Materials/M_TrimA_01.M_TrimA_01","0","21","10","1","23.395515","0","53"
"/Game/ModularBunker/Materials/Props/M_CameraFeed_09_Mat.M_CameraFeed_09_Mat","0","21","1","1","23.765715","0","53"
"/Game/ModularBunker/Materials/Props/M_CameraFeed_08_Mat.M_CameraFeed_08_Mat","0","21","2","1","22.859930","0","54"
"/Game/ModularBunker/Materials/Props/M_CameraFeed_07_Mat.M_CameraFeed_07_Mat","0","21","3","1","22.800962","0","55"
"/Game/ModularBunker/Materials/Props/M_CameraFeed_06_Mat.M_CameraFeed_06_Mat","0","21","7","1","23.876703","0","59"
"/Game/ModularBunker/Materials/Props/M_CameraFeed_05_Mat.M_CameraFeed_05_Mat","0","21","5","1","24.676483","0","57"
"/Game/ModularBunker/Materials/Props/M_CameraFeed_04_Mat.M_CameraFeed_04_Mat","0","21","4","1","23.134485","0","59"
"/Game/ModularBunker/Materials/Props/M_CameraFeed_03_Mat.M_CameraFeed_03_Mat","0","21","7","1","23.001799","0","75"
"/Game/ModularBunker/Materials/Props/M_CameraFeed_02_Mat.M_CameraFeed_02_Mat","0","21","8","1","22.015284","0","53"
"/Game/ModularBunker/Materials/Props/M_CameraFeed_01_Mat.M_CameraFeed_01_Mat","0","21","2","1","24.524004","0","53"
"/Game/CamroidPNGS/8_Mat.8_Mat","0","12","1","1","13.013935","0","35"
"/Game/CamroidPNGS/7_Mat.7_Mat","0","12","12","1","15.215553","0","22"
"/Game/Virus_Laboratory/Materials/Master/M_Advance_Mask.M_Advance_Mask","0","47","12","1","45.518356","0","194"
"/Game/Virus_Laboratory/Materials/Master/M_Advance_Mask_Rotating.M_Advance_Mask_Rotating","0","47","9","1","43.378788","0","185"
"/Game/HorrorEngine/Materials/HE_MonitorScreen.HE_MonitorScreen","0","21","8","1","22.305248","0","60"
"/Game/CamroidPNGS/6_Mat.6_Mat","0","12","12","1","13.363585","0","22"
"/Game/CamroidPNGS/2_Mat.2_Mat","0","12","12","1","13.718011","0","22"
"/Game/Virus_Laboratory/Materials/Master/M_Advance.M_Advance","0","21","10","1","25.451309","0","79"
"/Game/Virus_Laboratory/Materials/Master/M_Unlit.M_Unlit","0","2","2","1","1.401957","0","2"
"/Game/Virus_Laboratory/Materials/Master/M_Translucent.M_Translucent","0","40","5","1","147.445801","0","207"
"/Game/ModularBunker/Materials/M_SteelFence_01.M_SteelFence_01","0","47","11","1","45.428337","0","221"
"/Game/ModularBunker/Materials/M_LadderEntranceColour_01.M_LadderEntranceColour_01","0","21","10","1","23.609755","0","67"
"/Game/ModularBunker/Materials/M_ConcreteWallStairsLong_01.M_ConcreteWallStairsLong_01","0","21","4","1","24.494946","0","56"
"/Game/ModularBunker/Materials/M_TrimC_01.M_TrimC_01","0","47","10","1","44.775917","0","234"
"/Game/ModularBunker/Materials/M_ConcreteWall_Colour.M_ConcreteWall_Colour","0","21","10","1","25.600836","0","67"
"/Game/ModularBunker/Materials/Props/M_Pipes_01.M_Pipes_01","0","21","10","1","23.516520","0","56"
"/Game/ModularBunker/Materials/M_TrimA_03.M_TrimA_03","0","21","5","1","23.921120","0","53"
"/Game/ModularBunker/Materials/Decals/M_Number_01.M_Number_01","0","31","6","1","30.417480","0","104"
"/Game/ModularBunker/Materials/Decals/M_Letter_01.M_Letter_01","0","31","4","1","35.439995","0","105"
"/Game/CamroidPNGS/4_Mat.4_Mat","0","12","12","1","12.959693","0","21"
"/Game/HorrorEngine/Materials/HE_Candle.HE_Candle","0","21","10","1","24.500677","0","53"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
